,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
10,180,15,Pulse,31,599,1992,595,1821
181,183,186,Oct-17,373,1616,2002,1616,1804
194,182,195,Rs,391,1714,2002,1718,1914
230,181,226,20.12.17,453,2002,2002,2001,1843
207,184,214,include,429,1795,2043,1797,1957
11,186,14,No,29,599,2067,600,2030
120,185,112,"Charges,",225,1330,2067,1329,1973
176,187,179,Months,359,1578,2112,1578,1969
61,188,80,),161,1001,2126,1001,2117
177,191,178,6,357,1578,2136,1580,2123
208,189,213,doesn't,427,1795,2136,1797,2050
279,190,294,MB,589,3136,2136,3135,2095
196,192,194,588.82,389,1714,2157,1718,2041
64,194,79,STD,159,1001,2177,1003,2128
124,193,111,Roaming,223,1330,2177,1331,2081
68,195,78,+,157,1007,2197,1007,2182
0,196,3,Details,7,324,2218,318,1941
174,199,177,Last,355,1578,2232,1578,2156
212,197,212,section,425,1795,2232,1799,2146
280,198,293,"1,024",587,3136,2232,3135,2150
123,200,110,"tariffs,",221,1330,2258,1331,2190
178,201,185,Sep-17,371,1616,2258,1616,2060
197,202,193,Rs,387,1714,2258,1718,2172
67,203,77,Local,155,1001,2268,1005,2198
63,204,76,(,153,1001,2281,1003,2270
12,205,13,Vodafone,27,605,2291,601,2093
125,206,109,VAS,219,1330,2307,1332,2268
283,207,292,GBE,585,3136,2307,3137,2241
33,209,12,9884928325,25,664,2337,661,2075
45,210,63,2017,127,855,2337,855,2260
282,208,291,1,583,3136,2337,3138,2324
66,211,75,Mins,151,1001,2348,1005,2287
210,212,211,Payments,423,1795,2348,1797,2240
122,215,108,any,217,1330,2358,1332,2323
180,214,184,17,369,1616,2358,1616,2305
281,213,290,1,581,3136,2358,3136,2345
81,217,90,GB,181,1090,2378,1094,2357
211,216,210,3,421,1795,2378,1797,2365
3,218,6,PARAKASH,13,509,2390,504,2038
72,219,85,(Local+STD),171,1046,2402,1046,2239
285,220,289,KB,579,3136,2402,3140,2361
82,222,89,:3,179,1090,2421,1094,2398
200,221,192,588.82,385,1720,2421,1720,2297
46,225,62,499,125,855,2431,855,2372
57,223,70,get,141,954,2431,959,2376
215,224,209,Last,419,1795,2431,1799,2386
129,226,107,include,215,1330,2451,1333,2369
73,228,84,SMS,169,1046,2463,1046,2419
134,227,135,Deposit,271,1415,2463,1415,2322
1,230,2,Usage,5,331,2486,326,2244
65,229,74,Unlimited,149,1001,2486,1005,2358
284,231,288,"1,024",577,3136,2486,3139,2410
58,232,69,you,139,962,2498,963,2443
69,234,73,:,147,1007,2498,1011,2495
127,233,106,not,213,1330,2498,1334,2459
303,235,307,%,615,3485,2498,3485,2473
35,240,11,19.01.18,23,664,2508,664,2375
79,238,88,Quota,177,1090,2508,1093,2434
169,239,137,us,275,1470,2508,1475,2477
213,237,208,under,417,1795,2508,1799,2440
309,236,315,Charge,631,3650,2508,3650,2416
182,243,183,Aug,367,1616,2520,1616,2385
201,244,191,Rs,383,1720,2520,1720,2436
269,242,275,Charges,551,2953,2520,2953,2355
291,241,287,=,575,3148,2520,3148,2501
128,245,105,do,211,1330,2532,1334,2507
297,246,302,%,605,3416,2532,3416,2506
71,247,83,3000,167,1046,2547,1046,2479
233,248,225,Red4Business_499_2017,451,2008,2547,2006,2079
34,249,10,to,21,664,2561,666,2530
4,251,5,JAYA,11,509,2571,509,2410
54,253,68,"plan,",137,954,2571,955,2507
236,250,224,-,449,2008,2571,2008,2548
286,252,286,MB,573,3142,2571,3141,2530
168,254,136,with,273,1470,2585,1472,2522
304,255,306,9.00,613,3485,2585,3485,2505
216,256,207,details,415,1795,2595,1799,2517
287,257,285,1,571,3142,2595,3142,2584
126,259,104,details,209,1330,2610,1333,2542
226,258,221,Charges,443,1891,2610,1891,2455
308,260,314,Reverse,629,3650,2610,3650,2516
62,262,72,Talktime,145,1001,2622,1003,2508
74,264,82,SMS:,165,1046,2622,1046,2554
80,265,87,Internet,175,1090,2622,1093,2522
290,261,284,:,569,3148,2622,3148,2609
300,263,301,9.00,603,3416,2622,3416,2540
13,266,8,Period,17,613,2632,613,2504
133,267,134,Security,269,1415,2632,1415,2475
56,268,67,this,135,954,2644,957,2589
302,269,305,@,611,3485,2644,3485,2613
250,270,253,CUG,507,2364,2654,2363,2572
313,271,313,on,627,3656,2654,3656,2627
131,272,103,tariff,207,1336,2677,1336,2624
203,273,190,588.82,381,1720,2677,1720,2561
299,274,300,@,601,3416,2677,3416,2648
2,277,1,Your,3,337,2689,333,2504
60,275,71,Free,143,1001,2689,1001,2634
277,276,281,Usage,563,3079,2689,3079,2575
5,280,4,MR.,9,509,2699,511,2591
78,282,86,Free,173,1090,2699,1091,2642
179,283,182,Jul-17,365,1616,2699,1616,2576
235,279,223,Rental,447,2008,2699,2008,2583
252,281,252,to,505,2372,2699,2372,2666
270,278,274,Internet,549,2953,2699,2955,2532
14,286,7,Bill,15,613,2709,613,2643
36,289,9,20.12.17,19,664,2709,666,2574
47,288,61,Red4Business,123,855,2709,855,2461
70,284,81,Free,163,1046,2709,1046,2637
209,285,206,Payment,413,1795,2709,1797,2601
245,287,247,Charges,495,2179,2709,2179,2554
55,290,66,With,133,954,2721,955,2653
132,292,133,Your,267,1415,2721,1415,2641
202,291,189,Rs,379,1720,2721,1720,2692
260,293,257,Charges,515,2581,2732,2588,2567
262,295,263,Local,527,2695,2732,2695,2640
305,294,304,GST,609,3485,2732,3485,2656
130,296,102,Above,205,1336,2758,1335,2684
301,297,299,GST,599,3416,2768,3416,2690
311,298,312,payable,625,3650,2768,3652,2668
217,300,205,Note:,411,1795,2782,1799,2716
227,299,220,Monthly,441,1891,2782,1893,2619
288,301,283,Conversion,567,3142,2782,3142,2623
234,302,222,Plan,445,2008,2792,2008,2712
246,304,246,Call,493,2179,2792,2181,2725
314,303,311,is,623,3656,2792,3658,2778
251,305,251,Local,503,2364,2815,2367,2715
259,306,256,SMS,513,2581,2829,2583,2743
261,307,262,SMS,525,2695,2829,2695,2753
271,309,273,Mobile,547,2953,2847,2955,2710
310,308,310,Tax,621,3650,2847,3652,2804
278,310,280,Internet,561,3079,2857,3082,2702
289,311,282,Data,565,3142,2857,3143,2792
298,312,298,State,597,3416,2880,3416,2780
306,313,303,Central,607,3485,2880,3487,2745
312,314,309,No,619,3650,2892,3654,2855
