|index|Unnamed: 0|Word_Count|Word|X1|Y1|X2|Y2
189|53|95|95|38.00|368|174|397|174
8|60|28|28|CLOUDY|82|190|141|192
62|61|29|29|SANGA|151|190|195|192
88|62|30|30|TA|197|190|216|193
105|59|96|96|45.00|235|190|265|192
142|58|97|97|38.00|278|190|309|191
191|57|98|98|38.00|368|190|398|190
10|66|31|31|COLGAT|82|207|142|210
58|67|32|32|ACTIVESA|145|207|213|210
107|65|100|100|95.00|235|207|266|210
143|64|99|99|92.15|278|207|310|207
192|63|101|101|92.15|368|207|399|207
12|72|33|33|COLOUR|82|224|142|228
63|73|34|34|PAPER|151|224|191|228
86|69|35|35|FLU|197|224|217|227
110|71|103|103|25.00|235|224|266|227
149|70|104|104|25.00|284|224|306|227
195|68|102|102|25.00|374|224|400|223
11|77|36|36|DH|82|241|105|247
37|78|37|37|RED|109|241|136|247
52|79|38|38|AVAL|137|241|176|246
82|80|39|39|NICE|179|241|211|246
108|75|105|105|74.00|235|241|267|242
145|76|107|107|68.85|278|241|311|243
194|74|106|106|68.85|374|241|401|240
13|85|40|40|DHYA|82|258|126|263
43|86|41|41|SOYA|131|258|170|263
77|82|42|42|PANR|179|258|209|261
113|84|109|109|65.00|235|258|268|262
146|83|110|110|62.00|284|258|312|262
190|81|108|108|124.00|368|258|404|256
14|91|43|43|FENUGREEK|82|275|167|280
73|89|44|44|100GM|173|275|208|279
115|90|112|112|12.00|242|275|268|279
150|88|113|113|12.00|284|275|312|279
196|87|111|111|12.00|374|275|405|273
15|97|45|45|FORTUNE|82|293|153|299
66|96|46|46|GROUND|159|293|215|298
101|94|116|116|157.00|235|293|270|296
137|95|117|117|140.00|278|293|314|296
172|93|119|119|1|349|293|351|295
193|92|114|114|140.00|368|293|407|291
78|102|49|49|PRINT|179|309|218|317
116|101|120|120|35.00|242|309|270|314
151|100|118|118|25.00|284|309|314|312
171|99|121|121|2|349|309|353|312
197|98|115|115|50.00|380|309|409|308
16|103|47|47|GIFT|82|319|120|318
41|104|48|48|RIBBON|123|319|175|317
200|105|122|122|60.00|380|319|410|327
17|110|50|50|GLITTER|82|330|146|335
64|109|51|51|SHEET|151|330|191|335
118|108|124|124|10.00|242|330|271|332
153|107|123|123|10.00|284|330|315|330
173|106|125|125|6|349|330|355|330
92|115|54|54|E|209|345|220|353
117|114|127|127|96.00|242|345|272|349
152|113|128|128|86.00|284|345|317|348
174|112|129|129|1|349|345|355|347
202|111|126|126|86.00|380|345|412|343
18|116|52|52|GREEN|82|356|136|354
55|117|53|53|COUNTRY|145|356|208|353
198|118|130|130|103.55|380|356|414|362
19|124|55|55|HIMA|82|366|128|372
47|123|56|56|NEEM|137|366|172|371
75|122|57|57|4X75SO|173|366|223|369
111|121|131|131|109.00|235|366|273|368
147|120|132|132|103.55|284|366|318|366
175|119|133|133|1|355|366|357|366
67|129|59|59|GINGE|159|382|207|387
95|127|60|60|OI|215|382|229|386
109|128|61|61|314.00|235|382|274|386
148|126|62|62|312.65|284|382|319|384
199|125|134|134|312.65|380|382|416|381
20|130|58|58|IDHAYAM|82|393|158|390
201|131|135|135|110.40|380|393|418|399
27|135|63|63|J|89|403|103|411
35|136|64|64|SON|102|403|129|411
44|134|65|65|GARBAGEBA|131|403|215|405
119|133|136|136|69.00|242|403|275|404
154|132|137|137|55.20|292|403|320|402
120|140|138|138|37.00|242|419|276|422
155|139|139|139|37.00|292|419|322|421
178|138|142|142|1|355|419|362|421
203|137|141|141|37.00|389|419|419|417
21|142|143|143|JEERA|89|429|132|429
51|141|144|144|100GM|137|429|177|427
204|143|180|180|54.35|389|429|420|435
23|148|145|145|KISSAN|89|440|142|446
61|147|146|146|TOMATO|145|440|209|442
93|145|147|147|KE|215|440|230|441
121|146|148|148|56.00|248|440|277|442
156|144|140|140|54.35|292|440|323|438
22|153|149|149|MAGGI|89|456|139|463
59|154|150|150|MASALA|145|456|205|463
91|152|151|151|420|209|456|228|461
123|151|183|183|67.00|248|456|278|460
158|150|181|181|65.70|292|456|324|458
206|149|182|182|65.70|389|456|422|454
24|159|152|152|MARIE|89|475|137|483
56|160|153|153|GOLD|145|475|182|483
85|158|154|154|120+30|187|475|228|481
125|157|184|184|15.00|248|475|279|478
160|156|185|185|14.55|292|475|326|477
208|155|186|186|14.55|395|475|423|474
25|166|155|155|MILK|89|495|128|500
46|168|156|156|BIKIS|131|495|171|502
74|167|157|157|85+15G|173|495|219|501
126|165|190|190|10.00|248|495|279|499
163|164|187|187|9.70|302|495|327|496
180|163|191|191|4|362|495|367|497
207|161|188|188|38|395|495|407|495
215|162|189|189|80|412|495|424|495
26|173|158|158|MR|89|514|115|521
38|175|159|159|MUSCLE|123|514|176|521
83|174|160|160|FCG|179|514|210|520
94|172|161|161|50|215|514|227|520
124|171|193|193|89.00|248|514|281|518
159|170|194|194|84.55|292|514|328|516
209|169|192|192|84.55|395|514|425|512
29|179|162|162|MUSTARD|89|532|161|538
70|182|163|163|BIG|167|532|192|541
87|181|164|164|100G|197|532|226|540
129|180|197|197|9.00|254|532|281|539
164|178|196|196|9.00|302|532|329|536
182|177|198|198|1|362|532|369|536
214|176|195|195|9.00|404|532|427|531
28|187|165|165|OIL|89|550|119|558
130|186|200|200|5.00|260|550|283|555
165|185|201|201|4.00|302|550|330|554
177|184|202|202|21|355|550|368|552
212|183|199|199|84.00|395|550|426|549
39|188|166|166|PAPER|123|560|165|559
71|189|167|167|BIG|167|560|192|560
211|190|204|204|20.00|395|560|426|568
31|195|168|168|OIL|96|570|120|577
40|196|169|169|PAPER|123|570|166|577
69|194|170|170|SMALL|167|570|213|575
131|193|205|205|1.00|260|570|283|573
167|192|206|206|1.00|309|570|330|571
176|191|203|203|20|355|570|370|569
96|200|173|173|20|215|585|230|592
127|201|209|209|20|254|585|266|593
132|199|210|210|00|271|585|283|591
162|198|207|207|15.00|302|585|330|588
210|197|208|208|45.00|395|585|426|584
30|202|171|171|OROGAMI|96|595|164|593
72|203|172|172|PAPER|173|595|214|594
205|204|211|211|200.00|389|595|427|601
33|208|174|174|ORPAT|96|607|145|611
60|209|175|175|CLOCK|145|607|195|611
89|207|176|176|1337|197|607|226|610
122|206|212|212|215.00|248|607|284|606
157|205|213|213|200.00|292|607|331|605
128|212|216|216|42.00|254|619|285|626
161|211|215|215|35.00|302|619|331|623
213|210|214|214|35.00|395|619|426|618
32|214|177|177|PACKIA|96|629|152|629
65|215|178|178|TOILET|151|629|203|629
90|213|179|179|CL|209|629|224|628
